"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WIWWVHRF","journalArticle","2015","Thanapongtharm, Weerapong; Linard, Catherine; Wiriyarat, Witthawat; Chinsorn, Pornpiroon; Kanchanasaka, Budsabong; Xiao, Xiangming; Biradar, Chandrashekhar; Wallace, Robert G; Gilbert, Marius","Spatial characterization of colonies of the flying fox bat, a carrier of Nipah Virus in Thailand","BMC Veterinary Research","","1746-6148","10.1186/s12917-015-0390-0","http://www.biomedcentral.com/1746-6148/11/81","","2015-12","2016-10-24 11:48:33","2016-10-24 11:48:33","2016-10-24 11:48:33","","","1","11","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/MIAHE296/Thanapongtharm et al. - 2015 - Spatial characterization of colonies of the flying.pdf","","livestock-diseases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WR3JRV4Q","journalArticle","2011","Tatem, Andrew; Linard, Catherine","Population mapping of poor countries","Nature","","1476-4687","10.1038/474036d","","","2011-06-02","2016-10-24 08:41:32","2016-10-24 08:41:32","","36","","7349","474","","Nature","","","","","","","","ENG","","","","","PubMed","","PMID: 21637242","","/Users/simondellicour/Zotero/storage/MIK7V267/TatemLinard_Nature.pdf","","","Humans; Demography; Population Density; Socioeconomic Factors; Censuses; Developing Countries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KQIS2ZW","journalArticle","2016","The Global Consortium for H5N8 and Related Influenza Viruses","Role for migratory wild birds in the global spread of avian influenza H5N8","Science","","0036-8075, 1095-9203","10.1126/science.aaf8852","http://www.sciencemag.org/cgi/doi/10.1126/science.aaf8852","","2016-10-14","2016-10-24 08:36:37","2016-10-24 08:36:37","2016-10-24 08:36:37","213-217","","6309","354","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/AGUASZ5H/2016KuijkenScience.pdf","","transmission-dynamics-h5n1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NA6JKTZM","journalArticle","2016","Thanapongtharm, Weerapong; Linard, Catherine; Chinson, Pornpiroon; Kasemsuwan, Suwicha; Visser, Marjolein; Gaughan, Andrea E.; Epprech, Michael; Robinson, Timothy P.; Gilbert, Marius","Spatial analysis and characteristics of pig farming in Thailand","BMC Veterinary Research","","1746-6148","10.1186/s12917-016-0849-7","http://bmcvetres.biomedcentral.com/articles/10.1186/s12917-016-0849-7","","2016-12","2016-10-06 14:40:06","2016-10-06 14:40:06","2016-10-06 14:40:06","","","1","12","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/WJSQB4UR/Thanapongtharm et al. - 2016 - Spatial analysis and characteristics of pig farmin.pdf","","map-people-livestock; transmission-dynamics-h5n1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRRNVEPM","journalArticle","2014","Maes, Sara S.; Massart, Xavier X.; Grégoire, Jean-Claude; de Clercq, Patrick P.","Dispersal potential of native and exotic predatory ladybirds as measured by a computer-monitored flight mill","BioControl","","1386-6141","10.1007/s10526-014-9576-9","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/191484","The performance of three species of predatory ladybirds was compared in a flight mill and the effect of diet on their flight parameters was tested. The invasive ladybird Harmonia axyridis Pallas (Coleoptera: Coccinellidae) outperformed Cryptolaemus montrouzieri Mulsant (Coleoptera: Coccinellidae) and Adalia bipunctata (L.) (Coleoptera: Coccinellidae) in terms of flight distance, duration and velocity. Harmonia axyridis flew at least two times further, needed three times less breaks and flew two times faster than C. montrouzieri and A. bipunctata fed the same diet. Ladybirds reared on eggs of Ephestia kuehniella (Zeller) (Lepidoptera: Pyralidae) performed better than their counterparts reared on natural prey (aphids for H. axyridis and A. bipunctata, mealybugs for C. montrouzieri). The findings of this study indicate that comparative flight studies can be useful to identify candidate biocontrol agents with pronounced dispersal abilities and thus can yield significant evidence to be used in an environmental risk assessment. However, it also demonstrates that variability related to mass rearing conditions should not be ignored when standardizing a risk assessment procedure for candidate biocontrol agents. © 2014 International Organization for Biological Control (IOBC).","2014","2017-10-13 20:17:00","2017-10-13 20:17:00","","415-425","","4","59","","","","","","","","","","en","","","","","","","","","","","Coleoptera; biological control; Coccinellidae; Dispersal capacity; Entomologie; Environmental risk assessment; Flight mill; Sciences agronomiques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWC2QKNM","journalArticle","2015","Maes, Sara S.; Grégoire, Jean-Claude; de Clercq, Patrick P.","Cold tolerance of the predatory ladybird Cryptolaemus montrouzieri","BioControl","","1386-6141","10.1007/s10526-014-9630-7","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/226816","The effect of low temperature acclimation and diet on the supercooling point (SCP, the temperature at which the insect’s body fluids freeze) and lethal time (LTime, time required to kill 50 % of the population at a temperature of 5 °C) of the mealybug destroyer, Cryptolaemus montrouzieri Mulsant (Coleoptera: Coccinellidae), was assessed in the laboratory. The SCP of acclimated adult ladybirds which were allowed to complete development to adulthood at 18 °C and a 8:16(L:D)h photoperiod, or at 25 °C and a 16:8(L:D)h photoperiod, and which were subsequently kept at 10 °C and a 12:12(L:D)h photoperiod for seven days, was −17.4 and −16.8 °C, respectively. These SCP-values were approximately 7 °C lower than the value of −9.9 °C for non-acclimated ladybirds maintained at a temperature of 25 °C and a photoperiod of 16:8(L:D)h throughout development and in the first week of their adult life. Also food source had a significant effect on the freezing temperature of C. montrouzieri: the SCP of ladybirds fed the citrus mealybug, Planococcus citri (Risso)(Hemiptera: Pseudococcidae), was 1.6 °C higher than the value of −17.2 °C observed for ladybirds provided with eggs of the flour moth Ephestia kuehniella Zeller (Lepidoptera: Pyralidae). However, neither cold acclimation nor diet had a significant effect on the lethal times of C. montrouzieri. Overall, the time required to kill 50 % of the population at a temperature of 5 °C ranged from 12.8 days for ladybirds fed P. citri mealybugs to 14.4 days for ladybirds fed E. kuehniella eggs. All individuals exposed to a constant 5 °C had died by day 24. Based on the results from this laboratory study, it is deemed unlikely that C. montrouzieri could establish outdoors in western Europe, and it is therefore expected to pose little risk to non-target species in this area when used as an augmentative biological control agent.","2015","2017-10-13 20:17:00","2017-10-13 20:17:00","","199-207","","2","60","","","","","","","","","","en","","","","","","","","","","https://dipot.ulb.ac.be/dspace/bitstream/2013/226816/3/Maes_et_al_2015_Cold_tolerance.pdf","Coleoptera; biological control; Coccinellidae; Entomologie; Environmental risk assessment; Sciences agronomiques; Cold tolerance; Non-native species; Predator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPBF5GC7","journalArticle","2012","Maes, Sara S.; Machtelinckx, Thijs T.; de Clercq, Patrick P.; Moens, Maurice M.; Grégoire, Jean-Claude","The influence of acclimation, endosymbionts and diet on the supercooling capacity of the predatory bug Macrolophus pygmaeus","BioControl","","1386-6141","10.1007/s10526-012-9446-2","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/183964","The generalist predator Macrolophus pygmaeus Rambur (Hemiptera: Miridae) is a key biological control agent in European greenhouses. The influence of acclimation, infection with endosymbiotic bacteria and diet on the cold tolerance of the Mediterranean biocontrol population was assessed by determining the supercooling point, i. e. the temperature at which the insect's body fluids freeze. This parameter provides a first indication of an insect's establishment potential in a new region and of its possible geographical range. Allowing the predatory bugs to adapt to lower temperatures resulted in an increase in supercooling ability. Macrolophus pygmaeus bugs exposed to antibiotics in their artificial diet and hence cured from their infection with the endosymbiotic bacteria Wolbachia pipientis, Rickettsia bellii and R. limoniae were more tolerant to freezing than infected bugs. The diet of the predators also affected the freezing temperature of the body fluids. Predators fed an artificial diet based on egg yolk were less resistant to freezing than those fed Ephestia kuehniella Zeller (Lepidoptera: Pyralidae) eggs. These findings illustrate that several factors may affect the cold hardiness of a biocontrol agent and may thus complicate the evaluation of its establishment potential in the framework of an environmental risk assessment. © 2012 International Organization for Biological Control (IOBC).","2012","2017-10-13 20:17:00","2017-10-13 20:17:00","","643-651","","5","57","","","","","","","","","","en","","","","","","","","","","","biological control; Entomologie; Environmental risk assessment; Sciences agronomiques; Cold hardiness; Heteroptera; Rickettsia; Wolbachia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45FSGV6I","journalArticle","2014","Maes, Sara S.; Grégoire, Jean-Claude; de Clercq, Patrick P.","Prey range of the predatory ladybird Cryptolaemus montrouzieri","BioControl","","1386-6141","10.1007/s10526-014-9608-5","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/218267","The prey range of Cryptolaemus montrouzieri was studied in the laboratory to investigate whether the mealybug destroyer can contribute to the suppression of other pest insects besides mealybugs and to assess its potential impact on non-mealybug populations as part of an environmental risk assessment for its use in biological control. Prey tested in these experiments were: tobacco aphid Myzus persicae nicotianae (Sulzer)(Hemiptera: Aphididae), pea aphid Acyrthosiphon pisum (Harris)(Hemiptera: Aphididae), tobacco whitefly Bemisia tabaci (Gennadius)(Hemiptera: Aleyrodidae), southern green stinkbug Nezara viridula (L.)(Hemiptera: Pentatomidae) eggs, western flower thrips Frankliniellaoccidentalis (Pergande)(Thysanoptera: Thripidae), two-spotted ladybird Adalia bipunctata (L.)(Coleoptera: Coccinellidae) eggs and eggs of the greater wax moth Galleria mellonella L. (Lepidoptera: Pyralidae). Larval survival was high to moderate when C. montrouzieri was provided with hemipteran prey and poor to zero when the ladybirds were provided with non-hemipteran prey. Females reared on M. persicae and A. pisum produced similar numbers of eggs as their counterparts fed the citrus mealybug Planococcus citri (Risso)(Hemiptera: Pseudococcidae), but fecundity was significantly lower when the ladybirds were reared on B. tabaci nymphs or on A. bipunctata eggs. Prey species that were found to be less suitable for immature development of C. montrouzieri could still be an adequate food source for reproduction and survival of adult ladybirds. For example, only 8 % of the predator larvae reached the adult stage when provided with A. bipunctata eggs, but females that had developed on eggs of the Mediterranean flour moth Ephestia kuehniella Zeller (Lepidoptera: Pyralidae) and that were supplied with A. bipunctata eggs from adult emergence on, were only 35 % less fecund than females provided with mealybugs in their adult life. The results are discussed in relation to the development of a suitable methodology for prey/host range testing in the framework of an environmental risk assessment for arthropod natural enemies.","2014","2017-10-13 20:17:00","2017-10-13 20:17:00","","729-738","","6","59","","","","","","","","","","en","","","","","","","","","","https://dipot.ulb.ac.be/dspace/bitstream/2013/218267/3/Maes_et_al_2014_Prey_range.pdf","Coleoptera; biological control; Coccinellidae; Entomologie; Environmental risk assessment; Sciences agronomiques; Non-native species; Predator; Prey range","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFK4542D","journalArticle","2014","Maes, Sara S.; Antoons, Tim T.; de Clercq, Patrick P.; Grégoire, Jean-Claude","A semi-artificial rearing system for the specialist predatory ladybird Cryptolaemus montrouzieri","BioControl","","1386-6141","10.1007/s10526-014-9585-8","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/184278","In the present study a semi-artificial rearing system for the Australian ladybird Cryptolaemusmontrouzieri Mulsant (Coleoptera: Coccinellidae), a specialist predator of mealybugs, was developed. In a first step, a rearing system using eggs of the Mediterranean flour moth Ephestia kuehniella Zeller (Lepidoptera: Pyralidae) as a food and synthetic polyester wadding as an oviposition substrate was compared with a natural rearing system using the citrus mealybug, Planococcus citri (Risso) (Hemiptera: Pseudococcidae), as to its effects on the predator’s developmental and reproductive parameters. In a second series of experiments the performance of C. montrouzieri on bee pollen or on a mixture of E.kuehniella eggs and bee pollen was assessed. E. kuehniella eggs proved to be a suitable food to support larval development of the predator. Ladybird larvae reared on flour moth eggs developed two days faster and weighed approximately 10 % more than their counterparts reared on mealybugs. Despite a prolongation of the preoviposition period with ca. eight days and a decrease in egg hatch by about 10 %, C. montrouzieri females fed moth eggs accepted the synthetic wadding as an oviposition substrate and deposited the same number of eggs their counterparts maintained on mealybugs. A mixture of E. kuehniella eggs with pollen yielded similar developmental and reproductive rates as E. kuehniella eggs alone, but a diet of bee pollen alone was not adequate for the predator. Our findings indicate the potential of a rearing system using E. kuehniella eggs as a factitious food and synthetic wadding as an artificial oviposition substrate for the mass production of C. montrouzieri.","2014","2017-10-13 20:17:00","2017-10-13 20:17:00","","557-564","","5","59","","","","","","","","","","en","","","","","","","","","","","Coleoptera; biological control; Coccinellidae; Entomologie; Sciences agronomiques; Artificial oviposition substrate; Factitious food; Rearing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPD64W5X","journalArticle","2011","Kausrud, Kyrre L; Okland, Bjørn; Skarpaas, Olav; Grégoire, Jean-Claude; Erbilgin, Nadir; Stenseth, Nils Chr","Population dynamics in changing environments: the case of an eruptive forest pest species.","Biological reviews of the Cambridge Philosophical Society","","0006-3231","10.1111/j.1469-185X.2011.00183.x","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/92222","In recent decades we have seen rapid and co-occurring changes in landscape structure, species distributions and even climate as consequences of human activity. Such changes affect the dynamics of the interaction between major forest pest species, such as bark beetles (Coleoptera: Curculionidae, Scolytinae), and their host trees. Normally breeding mostly in broken or severely stressed spruce; at high population densities some bark beetle species can colonise and kill healthy trees on scales ranging from single trees in a stand to multi-annual landscape-wide outbreaks. In Eurasia, the largest outbreaks are caused by the spruce bark beetle, Ips typographus (Linnaeus), which is common and shares a wide distribution with its main host, Norway spruce (Picea abies Karst.). A large literature is now available, from which this review aims to synthesize research relevant for the population dynamics of I. typographus and co-occurring species under changing conditions. We find that spruce bark beetle population dynamics tend to be metastable, but that mixed-species and age-heterogeneous forests with good site-matching tend to be less susceptible to large-scale outbreaks. While large accumulations of logs should be removed and/or debarked before the next swarming period, intensive removal of all coarse dead wood may be counterproductive, as it reduces the diversity of predators that in some areas may play a role in keeping I. typographus populations below the outbreak threshold, and sanitary logging frequently causes edge effects and root damage, reducing the resistance of remaining trees. It is very hard to predict the outcome of interspecific interactions due to invading beetle species or I. typographus establishing outside its current range, as they can be of varying sign and strength and may fluctuate depending on environmental factors and population phase. Most research indicates that beetle outbreaks will increase in frequency and magnitude as temperature, wind speed and precipitation variability increases, and that mitigating forestry practices should be adopted as soon as possible considering the time lags involved.","2011","2017-10-13 20:17:00","2017-10-13 20:17:00","","34-51","","1","87","","","","","","","","","","other","","","","","","","","","","https://dipot.ulb.ac.be/dspace/bitstream/2013/92222/1/Kausrud%20et%20al%202011%20-%20Biological%20Reviews.pdf","Ips typographus; bark beetles; Forestry; Entomologie; Population dynamics; Climate change; Ecologie; Ecologie [animale]; Forest pests; Outbreak dynamics; Phytoparasitologie et phytopathologie; Sylviculture; Zoologie forestierecynégétique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7VRCA6R","journalArticle","2012","Roy, Helen; Adriaens, Tim; Isaac, NJB; Kenis, Marc; Onkelinx, T; Martin, G.S.; Brown, PMJ; Hautier, L; Poland, R; Roy, DB; Comont, R; Eschen, R; Frost, R.; Zindel, R; Van Vlaenderen, J; Nedved, Oldrich; Ravn, HP; Grégoire, Jean-Claude; de Biseau D'Hauteville, Jean-Christophe; Maes, D","Invasive alien predator causes rapid declines of native European ladybirds","Diversity and distributions","","1366-9516","10.1111/j.1472-4642.2012.00883.x","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/120391","Aim Invasive alien species (IAS) are recognized as major drivers of biodiversity loss, but few causal relationships between IAS and species declines have been documented. In this study, we compare the distribution (Belgium and Britain) and abundance (Belgium, Britain and Switzerland) of formerly common and widespread native ladybirds before and after the arrival of Harmonia axyridis, a globally rapidly expanding IAS. Location Europe Methods We used generalized linear mixed-effects models (GLMMs) to assess the distribution trends of eight conspicuous and historically widespread and common species of ladybird within Belgium and Britain before and after the arrival of H. axyridis. The distribution data were collated largely through public participatory surveys but verified by a recognized expert. We also used GLMMs to model trends in the abundance of ladybirds using data collated through systematic surveys of deciduous trees in Belgium, Britain and Switzerland. Results Five (Belgium) and seven (Britain) of eight species studied show substantial declines attributable to the arrival of H. axyridis. Indeed, the two-spot ladybird, Adalia bipunctata, declined by 30% (Belgium) and 44% (Britain) over 5years after the arrival of H. axyridis. Trends in ladybird abundance revealed similar patterns of declines across three countries. Main conclusion Together, these analyses show H. axyridis to be displacing native ladybirds with high niche overlap, probably through predation and competition. This finding provides strong evidence of a causal link between the arrival of an IAS and decline in native biodiversity. Rapid biotic homogenization at the continental scale could impact on the resilience of ecosystems and severely diminish the services they deliver. © 2012 Blackwell Publishing Ltd.","2012-02-01","2017-10-13 20:17:00","2017-10-13 20:17:00","","","","","","","","","","","","","","","en","","","","","","","","","","https://dipot.ulb.ac.be/dspace/bitstream/2013/120391/3/120391.pdf","Entomologie; Ecologie; Harmonia axyridis, biological invasions, intra-guild predation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTD7IJRU","journalArticle","2012","Meurisse, Nicolas; Hoch, G.; Schop, A.; Battisti, A.; Grégoire, Jean-Claude","Low temperature tolerance and starvation ability of the oak processionary moth: Implications in a context of increasing epidemics","Agricultural and forest entomology","","1461-9555","10.1111/j.1461-9563.2011.00562.x","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/123085","We investigated how modifications in winter and spring temperature conditions may affect the survival of a spring-hatching Lepidoptera, the oak processionary moth Thaumetopoea processionea. Supercooling and chilling injury experiments indicate that eggs are especially cold hardy at the start of the winter period, although this ability is reduced later in the season. In the spring, young larvae are sufficiently cold hardy to ensure no direct mortality as a result of late frosts. A comparison of phenological models shows that neonate larvae may await the unfolding of new oak leaves for relatively long periods (e.g. 1-30 days). Under both low (4°C after 5 days at 16°C) and high temperature experimental scenarios (constant 16°C), the majority of neonate larvae can survive starvation for more than 2 weeks. Larvae may also suffer from food depletion once their development has been initiated (e.g. during cold springs) if the threshold temperature for feeding is not reached for several consecutive days, or in the case of late frosts affecting foliage availability. When temperature is reduced to 4°C, developing larvae become inactive and do not feed anymore; their starvation survival capability is reduced to approximately 2 weeks (cold spring hypothesis). At 16°C, developing larvae that are deprived of food can only survive for 10 days (late frost hypothesis). We conclude that, in the oak processionary moth, neonate larvae are relatively well adapted to early hatching relative to budburst, ensuring them the highest foliage quality for development. In some years, however, phenological asynchrony or cold spring conditions may affect the persistence of populations at the limits of the species' range. © 2012 The Authors. Agricultural and Forest Entomology © 2012 The Royal Entomological Society.","2012","2017-10-13 20:17:00","2017-10-13 20:17:00","","","","","","","","","","","","","","","en","","","","","","","","","","https://dipot.ulb.ac.be/dspace/bitstream/2013/123085/3/123085.pdf","Ecologie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RIXVRPX","journalArticle","2013","Verheyen, Kris; Ceunen; Ampoorter; Baeten, L.; Bosman; Branquart, E.; Carnol, Monique; De Wandeler; Grégoire, Jean-Claude; Lhoir; Muys, Bart; Nurlaya Setiawan; Vanhellemont; Ponette, Quentin","Assessment of the functional role of tree diversity: the multi-site FORBIO experiment","Plant ecology and evolution","","2032-3913","10.5091/plecevo.2013.803","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/157768","Context - During the last two decades, functional biodiversity research has provided strong support for the hypothesis that more biodiverse ecosystems have the potential to deliver more and better services. However, most empirical support for this hypothesis comes from simple structured communities that are relatively easy to manipulate. The impact of forest biodiversity on forest ecosystem functioning has been far less studied. Experiment design - In this paper, we present the recently established, large-scale FORBIO experiment (FORest BIOdiversity and Ecosystem Functioning), specifically designed to test the effects of tree species diversity on forest ecosystem functioning. FORBIO's design matches with that of the few other tree diversity experiments worldwide, but at the same time, the FORBIO experiment is unique as it consists of a similar experimental set-up at three sites in Belgium (Zedelgem, Hechtel-Eksel and Gedinne) with contrasting edaphic and climatological characteristics. This design will help to provide answers to one of the most interesting unresolved questions in functional biodiversity research, notably whether the effects of complementarity on ecosystem functioning decrease in less stressful and more productive environments. At each site, FORBIO consists of 41 to 44 plots (127 plots in total) planted with monocultures and mixtures up to four species, selected from a pool of five site-adapted, functionally different tree species. When allocating the treatments to the plots, we maximally avoided any possible covariation between environmental factors. Monitoring of ecosystem functioning already started at the Zedelgem and Gedinne sites and will start soon in Hechtel-Eksel. Multiple processes are being measured and as the trees grow older, we plan to add even more processes. Expected results - Not only basic science, but also forest management will benefit from the results coming from the FORBIO experiment, as FORBIO is, for instance, also a test case for uncommon, not well-known tree species mixtures. To conclude, FORBIO is an important ecosystem experiment that has the potential to deliver badly needed insights into the multiple relationships between biodiversity and ecosystem functioning, which will be valuable for both science and practice. © 2013 National Botanic Garden of Belgium and Royal Botanical Society of Belgium.","2013","2017-10-13 20:17:00","2017-10-13 20:17:00","","1-10","","1","146","","","","","","","","","","en","","","","","","","","","","","Ecologie; Sylviculture; Biodiversity-ecosystem functioning research; Field experiment; Forest ecology; Forest management; Mixed forest; Tree diversity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6BI6UNC","journalArticle","2015","Mayer, François; Piel, Frédéric; Cassel-Lundhagen, Anna A.; Kirichenko, Natalia; Grumiau, Laurent; Okland, Bjørn; Bertheau, Coralie C.; Grégoire, Jean-Claude; Mardulyn, Patrick","Comparative multi-locus phylogeography of two Palaearctic spruce bark beetles: influence of contrasting ecological strategies on genetic variation.","Molecular ecology","","0962-1083","10.1111/mec.13104","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/195381","While phylogeographic patterns of organisms are often interpreted through past environmental disturbances, mediated by climate changes, and geographic barriers, they may also be strongly influenced by species-specific traits. To investigate the impact of such traits, we focused on two Eurasian spruce bark beetles that share a similar geographical distribution, but differ in their ecology and reproduction. Ips typographus is an aggressive tree-killing species characterized by strong dispersal, whereas Dendroctonus micans is a discrete inbreeding species (sib-mating is the rule), parasite of living trees and a poor disperser. We compared genetic variation between the two species over both beetles' entire range in Eurasia with five independent gene fragments, to evaluate whether their intrinsic differences could have an influence over their phylogeographic patterns. We highlighted widely divergent patterns of genetic variation for the two species, and argue that the difference is indeed largely compatible with their contrasting dispersal strategies and modes of reproduction. In addition, genetic structure in I. typographus divides European populations in a northern and a southern group, as was previously observed for its host plant, and suggests past allopatric divergence. A long divergence time was estimated between East Asian and other populations of both species, indicating their long-standing presence in Eurasia, prior to the last glacial maximum. Finally, the strong population structure observed in D. micans for the mitochondrial locus provides insights into the recent colonization history of this species, from its native European range to regions where it was recently introduced. This article is protected by copyright. All rights reserved.","2015","2017-10-13 20:17:00","2017-10-13 20:17:00","","1292-1310","","6","24","","","","","","","","","","en","","","","","","","","","","https://dipot.ulb.ac.be/dspace/bitstream/2013/195381/3/195381.pdf","Ips typographus; Comparative phylogeography; Dendroctonus micans; life-history traits; nuclear marker; Sciences bio-médicales et agricoles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFFGIAZV","journalArticle","2017","Marini, Lorenzo; Okland, Bjørn; Jönsson; Bentz, Barbara J.; Carroll, Allan; Forster, Beat; Grégoire, Jean-Claude; Hurling; Nageleisen, Louis-Michel; Netherer; Ravn, Hans Peter H.P.; Weed, Aaron; Schroeder, Martin L.","Climate drivers of bark beetle outbreak dynamics in Norway spruce forests","Ecography","","0906-7590","10.1111/ecog.02769","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/258736","","2017","2017-10-13 20:17:00","2017-10-13 20:17:00","","","","","","","","","","","","","","","fr","","","","","","","","","","","Entomologie; Ecologie; Ecologie [animale]; Phytoparasitologie et phytopathologie; Sciences bio-médicales et agricoles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZAJ32IW4","journalArticle","2016","Louis, Marceau; Toffin, Etienne; Grégoire, Jean-Claude; Deneubourg, Jean-Louis","Modelling collective foraging in endemic bark beetle populations","Ecological modelling","","0304-3800","10.1016/j.ecolmodel.2016.07.008","http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/236493","Tree-killing bark beetles are widely studied at epidemic population densities because of their significant impacts on forests. At endemic levels, these species are restricted to poorly defended resources, such as wind-felled, lightning-struck, or suppressed trees. It is poorly understood how these scattered and unpredictable resources are discovered and exploited. In this prospect, the collective foraging shown by most bark beetles, in the form of independent searching by individual beetles combined with mutual attention to each other's chemical signals, represents an efficient strategy to increase the probability to discover the resources. In order to explore the role of host distribution and collective foraging on the discovery of and settlement on wind-felled trees by bark beetles at endemic population densities, we developed a spatially explicit foraging model for the major forest pest in Europe, Ips typographus. The model is based on the diffusion of the beetles, the landing of pioneers on wind-felled trees realistically distributed based on field observations in southern Belgium, and the response of flying beetles to pheromones emitted by these pioneers. The results show that social foraging effectively increases the proportion of beetles that landed on wind-felled resources compared to solitary foragers. Furthermore, the model highlights the parameters that influenced the foraging strategy of I. typographus and that need narrower quantification in further experiments. Finally, in the frame of the tested parameters, the model highlights the existence of thresholds in the reproduction rate and in the size of the starting population under which populations collapse. If confirmed, this prediction would shed new light on the understanding of foraging at low, endemic population levels.","2016","2017-10-13 20:17:00","2017-10-13 20:17:00","","188-199","","","337","","","","","","","","","","en","","","","","","","","","","https://dipot.ulb.ac.be/dspace/bitstream/2013/236493/1/Elsevier_220120.pdf","Population dynamics; Forest pests; Collective behaviour; Technologie de l'environnement, contrôle de la pollution; Thresholds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
